route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
1,A20171105SUN,A20171105SUN_148500_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_000600_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_007200_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_014600_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_021200_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_028600_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_035200_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_043400_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_050200_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_057350_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_063650_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_070950_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_077250_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_084550_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_090850_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_098150_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_104450_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_111750_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_118050_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_125350_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_131650_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_138550_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_145400_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_002600_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_009200_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_016600_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_023200_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_030600_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_037200_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_044750_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_051400_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_058150_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_064450_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_071750_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_078050_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_085350_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_091650_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_098950_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_105250_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_112550_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_118850_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_126150_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_132650_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_140050_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_146800_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_006600_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_013200_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_020600_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_027200_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_034600_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_041200_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_048350_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_055050_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_062150_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_068450_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_075750_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_082050_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_089350_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_095650_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_102950_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_109150_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_116550_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_122850_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_130150_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_136650_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_045950_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_052650_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_058950_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_065250_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_072550_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_078850_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_086150_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_092450_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_099750_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_106050_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_113350_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_119650_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_127150_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_133650_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_008600_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_015200_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_022600_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_029200_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_036450_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_043200_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_050750_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_057250_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_064550_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_070850_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_078150_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_084450_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_091750_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_098050_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_105350_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_111450_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_118950_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_125250_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_132350_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_139050_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_010600_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_017200_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_024600_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_031200_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_038350_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_045200_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_052750_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_059250_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_066150_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_072450_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_079750_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_086050_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_093350_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_099650_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_106950_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_113250_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_120550_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_126850_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_134750_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_141450_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_067750_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_074050_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_081350_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_087650_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_094950_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_101250_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_108550_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_114850_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_122150_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_128450_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_135950_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_142650_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_051750_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_058250_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_065350_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_071650_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_078950_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_085250_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_092550_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_098850_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_106150_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_112450_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_119750_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_126050_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_133550_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_140250_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_063750_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_070050_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_077350_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_083650_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_090950_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_097250_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_104550_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_110850_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_118150_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_124450_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_041850_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_048850_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_055750_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_062050_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_069350_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_075650_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_082950_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_089250_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_096550_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_102850_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_110150_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_116450_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_123750_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_130050_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
1,A20171105SUN,A20171105SUN_137150_1..S03R,SOUTH FERRY,1,,1..S03R
1,A20171105SUN,A20171105SUN_144000_1..N03R,VAN CORTLANDT PARK - 242 ST,0,,1..N03R
2,A20171105WKD,A20171105WKD_004100_2..S08R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S08R
2,A20171105WKD,A20171105WKD_017100_2..N08R,WAKEFIELD - 241 ST,0,,2..N08R
2,A20171105WKD,A20171105WKD_030000_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_039650_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_049750_2..S05R,FLATBUSH AV - BROOKLYN COLLEGE,1,,
2,A20171105WKD,A20171105WKD_061150_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_072150_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_082550_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_093800_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_104200_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_115200_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_125000_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_135800_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_147100_2..N08R,WAKEFIELD - 241 ST,0,,2..N08R
2,A20171105WKD,A20171105WKD_032250_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_042350_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_052300_2..S05R,FLATBUSH AV - BROOKLYN COLLEGE,1,,
2,A20171105WKD,A20171105WKD_063200_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_074550_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_084950_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_095950_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_106050_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_116400_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_126600_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_099450_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_109700_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_039350_2..S05R,FLATBUSH AV - BROOKLYN COLLEGE,1,,
2,A20171105WKD,A20171105WKD_049400_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_060150_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_070550_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_081650_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_092250_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_102300_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_112150_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_123400_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_134500_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_016100_2..S08R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S08R
2,A20171105WKD,A20171105WKD_029100_2..N08R,WAKEFIELD - 241 ST,0,,2..N08R
2,A20171105WKD,A20171105WKD_039850_2..S05R,FLATBUSH AV - BROOKLYN COLLEGE,1,,
2,A20171105WKD,A20171105WKD_050250_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_060950_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_071350_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_082450_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_092700_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_102900_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_112900_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_050750_2..S05R,FLATBUSH AV - BROOKLYN COLLEGE,1,,
2,A20171105WKD,A20171105WKD_062100_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_072850_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_083350_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_094450_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_104650_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_115900_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_125800_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_137000_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_053000_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_063750_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_075350_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_085750_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_096700_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_106650_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_117350_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_127550_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_138200_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_149100_2..N08R,WAKEFIELD - 241 ST,0,,2..N08R
2,A20171105WKD,A20171105WKD_010100_2..S08R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S08R
2,A20171105WKD,A20171105WKD_023100_2..N08R,WAKEFIELD - 241 ST,0,,2..N08R
2,A20171105WKD,A20171105WKD_035300_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_044850_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_055450_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_065850_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_076950_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_087350_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_097900_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_107900_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_118350_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_129550_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_139450_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_151100_2..N08R,WAKEFIELD - 241 ST,0,,2..N08R
2,A20171105WKD,A20171105WKD_022100_2..S08R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S08R
2,A20171105WKD,A20171105WKD_033550_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_043800_2..S05R,FLATBUSH AV - BROOKLYN COLLEGE,1,,
2,A20171105WKD,A20171105WKD_054600_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_065750_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_076150_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_087300_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_097500_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_107950_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_117850_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_128000_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
2,A20171105WKD,A20171105WKD_139050_2..N01R,WAKEFIELD - 241 ST,0,,2..N01R
2,A20171105WKD,A20171105WKD_002100_2..S08R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S08R
2,A20171105WKD,A20171105WKD_015100_2..N08R,WAKEFIELD - 241 ST,0,,2..N08R
2,A20171105WKD,A20171105WKD_028100_2..S01R,FLATBUSH AV - BROOKLYN COLLEGE,1,,2..S01R
